Sample,HFD1,HFD2,HFD3,HFD4,HFD5,HFD6,ND1,ND2,ND3,ND4,ND5,ND6,QC_1,QC_8,QC_15
M101T44,588.2785156,1040.585655,494.3830708,833.575391,444.5580701,707.5197457,960.2089083,481.2939733,858.1492206,310.9343227,1048.221555,913.9307193,864.3979182,604.9794535,829.5782765
M101T487_1,279.886607,473.5033715,227.5466059,441.5760912,439.9701903,417.0709535,352.366418,338.5116383,488.9557299,294.7359194,431.513704,449.5527068,332.4928365,368.7795431,359.9516909
M101T487_2,1278.037131,1308.356048,943.821755,1317.08347,1113.250411,978.8662044,1583.586491,1360.763429,1480.641012,1003.69753,1503.754973,1190.703875,1035.968606,994.1777618,1053.356505
M101T57,7228.315919,5084.769998,7883.2238,5174.398528,5030.954986,5907.09836,4466.775522,4456.479412,4375.182854,5459.821877,4091.088192,3680.038983,5735.377045,4803.751182,6464.26141
M1022T308_2,1407.739264,1364.488543,1394.950165,1038.340625,852.5392684,1028.094834,703.6297082,1038.44304,660.6340953,1605.239955,719.7285218,864.8937043,897.1090355,1099.882693,715.1228022
M1023T308,1187.456131,842.9054432,1099.066137,733.2199352,644.4597438,763.5306971,414.0213607,495.1339236,324.6184944,988.2351329,738.0146605,469.8292538,844.7289441,1141.989007,665.6838722
M1028T44,351.0979619,620.9363454,327.5584401,775.0174881,532.6256757,362.6082491,842.2881875,684.331742,613.8881139,519.4100801,575.9281798,511.1944734,481.7781693,589.9605957,606.5142217
M102T40,329.0989217,506.3109561,385.1880528,401.3411578,317.4459199,458.9615063,447.1928635,874.2535268,597.2463798,665.5479223,749.990932,493.9007003,613.307388,518.3172025,470.1280343
M102T487,538.6232976,1289.041184,740.4218124,473.9547726,636.5322496,894.5661386,564.2686167,828.0904915,708.3908806,556.591779,620.2462768,577.9055836,540.2873969,627.3440632,545.7859827
M102T52,525.1865863,353.651471,718.8408748,15136.26394,866.2695045,17961.201,654.6927576,968.4000343,737.6169183,751.8094632,20102.28519,609.1782519,19125.50311,17904.23639,18688.18551
M102T53,18540.92032,15108.93994,18456.34837,15281.02856,19522.80204,18131.29502,22619.38392,17372.9578,21549.93108,17857.58405,19956.69958,15797.27318,20060.97296,18294.95034,18962.38258
M102T67,6503.691399,3345.357925,5996.500827,3280.441997,4665.760223,4825.114864,4419.028189,3771.639083,4270.111378,3008.746964,3965.368469,3853.957898,5117.196073,3937.999892,4448.176132
M1031T308,320.8533798,893.9795045,719.2841209,547.8807192,375.4511773,859.0499016,563.756819,283.2557283,521.6681042,557.3525953,606.7409031,201.6485472,569.1615047,525.9965572,445.2668655
M1033T242,370.9430074,1787.032604,287.5445574,1656.100382,853.6405601,841.2657014,36.72638065,54.81451411,34.06589557,42.30218342,15.63991772,33.69550603,718.5897111,388.8534579,577.3808258
M1036T427,540.2733247,635.3633017,861.5029543,486.2890292,467.3651466,536.8175386,103.5730403,243.7709838,90.72889386,163.3953313,99.58363413,239.0835783,395.2395742,461.2641385,288.9499355
M103T153,10499.65019,6950.128706,11630.27421,7977.827914,9132.176644,9870.865898,10039.33669,7038.031377,9828.701081,6111.686374,7729.253765,8281.633608,9667.629797,9175.095114,10173.07039
M103T44_1,666.918702,907.1584709,376.25206,1074.866114,357.042221,559.3848274,517.6820009,912.0153394,650.4623712,770.2380981,1164.942622,1101.811507,463.1140816,504.1551903,714.2184522
M103T44_2,827.5396555,2090.911458,652.1014957,1088.518467,868.5878058,1257.33402,1650.969192,987.8995886,1744.136611,1179.565267,1440.579787,1386.550673,1398.663422,1315.879807,1084.240207
M103T53,739.4189803,955.3572939,1505.721507,949.5591938,780.1377739,756.1765046,1157.052488,485.7373573,936.4712455,541.9648031,894.7162337,1023.229712,827.0340147,509.2394968,696.8847747
M1040T336,36.425536,789.7109775,232.4590251,1259.834542,795.0113898,877.1853234,572.3098737,272.3190331,275.64504,490.8609183,410.0449877,64.234207,649.3276987,599.0183834,418.8977771
M1041T251_1,870.9016443,2369.713576,848.3384496,2260.347525,1634.389293,1828.321997,18.06543974,155.5887639,119.1031101,120.8958597,17.3804272,15.62926936,739.370482,715.4428617,721.4772131
M1041T251_2,1050.151445,2584.90523,774.9357022,2154.02138,1445.091354,1556.914605,161.083823,73.8371475,66.14401252,37.64676367,51.34796582,54.90890893,811.1172896,886.2075628,756.3616682
M1041T308_1,1670.071097,1831.796868,1496.830256,1139.794502,1142.59569,1755.950492,1177.452347,1280.389563,562.8153764,2082.033691,1168.656621,807.0913634,1450.152979,1681.493106,1586.661099
M1041T308_2,2463.955741,1655.645426,2183.502055,1543.789597,1889.275333,2470.020084,921.6993192,1575.925538,600.2054072,2376.273704,1783.852711,1093.255766,1572.300382,1821.485034,1562.886874
M1042T251_1,625.3738172,1817.807061,546.9277052,1834.325245,1163.559511,1133.265663,58.06748488,28.31440051,15.5990312,68.73310351,16.75969766,15.62926936,663.8120617,656.6918999,425.2583316
M1042T308_1,2140.678693,1320.542441,1696.071957,1529.585319,1586.685038,1986.648576,718.4355061,1435.602889,1109.154284,2018.726581,897.2756812,1530.28366,1449.695661,1136.12406,1512.238197
M1042T308_2,789.7988585,686.3927994,958.0159006,407.2639938,813.0419078,1119.934737,415.6794121,599.4226519,614.4193335,995.5504755,606.9950053,153.9166189,687.352454,621.6844043,604.9585879
M104T112,1594.949205,1324.787319,753.2781704,1090.489186,1307.582869,864.793665,733.7158617,1334.629657,780.026911,1019.76015,1028.30201,310.6301527,778.7307867,1420.53307,1127.057141
M104T51,15979.48722,42951.25208,16545.55097,38513.04606,24740.98317,25522.29494,60095.76414,63131.95541,54391.51067,61831.1118,66018.31058,59206.47822,45899.61634,39955.02841,41286.68926
M104T55,12194.20766,3745.496834,11490.21686,4962.666364,7378.996268,7397.374836,2482.177536,1660.959788,1920.124557,1430.818094,2312.173908,1578.254079,6500.644051,5945.015409,5100.046004
M104T67,19039.33492,13429.67019,19412.06275,9957.185575,17981.27685,17767.76389,13465.71205,9493.178695,14438.20134,10400.89536,12027.33245,12946.68983,16199.87015,11855.73932,15580.90006
M104T94,14645.77025,3055.040939,9785.496121,3073.198105,7814.244775,7203.035734,4344.647107,2891.789211,4882.685689,3227.734755,3230.831517,4213.214737,4054.986539,5343.245639,5687.075658
M1055T265_1,345.3848382,2000.561131,385.001543,2085.372858,1244.717918,1110.402935,54.38486336,14.93023502,102.8772077,70.05674851,16.72723173,60.10439057,649.3816367,462.1222719,574.1015328
M1055T265_2,602.5393078,2835.433841,696.0790535,3354.236755,1736.155614,1975.56209,35.95427569,14.42601086,105.2906254,117.3120759,34.50326435,17.24046103,1083.56801,992.7913772,868.9354234
M1055T265_3,792.2539223,3585.713353,934.1503618,3669.8917,2092.291905,1791.444182,73.69405701,14.93968717,30.10649715,58.94746612,52.49493867,94.80625583,1126.486854,883.3938893,1101.808023
M1056T265_1,591.4967548,2522.064568,577.993206,2715.379733,1494.719592,1675.308598,35.1902057,139.9040135,65.5527392,119.3265882,138.1169481,107.5648477,868.028897,711.7030256,812.0283912
M1056T265_2,452.2645641,1757.07425,374.3079651,1979.952744,1157.873362,1120.117442,72.56366913,54.9336179,15.5992964,44.89481076,38.99521115,17.30032217,571.5346954,638.2607683,621.3898668
M105T288,798.2628768,713.0553784,1209.591999,609.4013527,854.0677472,956.4048598,898.1748084,735.9287511,720.0211628,763.372648,799.9977223,755.8899496,752.9601768,785.9271203,797.8758891
M105T44,2618.745175,3754.894576,2745.220367,3102.633602,2944.826902,3084.549995,4659.531433,3739.584083,3958.629825,3923.750092,4164.927357,2939.174874,2752.94925,4116.607594,3335.510195
M105T51,844.2868207,1812.293374,782.5116171,2059.198538,1316.852927,1669.424062,3133.238395,2508.983658,2747.914534,2968.981815,2620.093039,2043.360928,1722.765999,1390.886836,2091.739889
M105T67,912.7730496,651.2045581,648.8004729,469.2975391,863.6863484,560.4531807,982.2845033,548.5790939,674.1777421,491.2209269,691.8408183,701.6919114,680.2927733,616.1768613,674.0150486
M105T95,364.2402607,878.5710682,738.1549691,1063.824523,949.3140088,819.2090523,491.4667872,961.8536473,939.8764032,1149.166447,750.188567,1068.83454,765.0488031,962.2824736,925.2469429
M106T51,3049.55037,8581.676905,3204.116292,8947.325449,4650.90944,4233.219134,13140.8793,10986.44244,14324.47453,10332.25745,13039.59212,11253.63863,7820.615776,7106.923564,6378.667535
M106T66,1482.163879,2041.219091,901.2101097,1106.724168,1975.936188,1588.763858,2697.743352,1501.598163,3113.207906,1452.305355,2185.963098,2084.538265,2287.26301,1546.217861,1969.860451
M1070T331,840.1036702,3039.625473,453.344166,3015.600297,1734.598841,1695.191689,2430.638776,1448.231967,2040.200191,1351.867273,1681.881761,1585.597249,1745.078413,1473.973867,1609.130799
M1071T331,318.6407544,1841.627005,477.6542232,1881.588368,943.1470544,1055.611633,1574.371817,796.4970182,1355.313368,630.2381151,1203.253076,1034.498347,986.9860824,1004.996654,910.8771153
M1072T331,343.6620163,880.6752104,244.7886646,903.5386085,393.6388302,493.6234381,735.6094223,498.8610379,691.8169489,355.4366731,309.7276858,584.4746388,486.3370027,367.3801674,448.2330932
M107T153,1967.739418,2072.138823,1167.211791,1718.925612,1986.574364,2417.822223,2923.572657,2215.718914,3625.247817,1968.375421,2632.00866,3624.849162,3017.173593,3989.919799,3088.19514
M107T196,972.3162783,1980.323895,1614.254756,1315.735218,1218.702904,1256.35695,1529.813794,1109.060574,909.476128,1085.109691,991.7766897,1417.135927,1495.460187,1166.69545,1245.275005
M107T259,4983.026558,5125.843152,5107.994431,6349.628349,5409.593515,12242.49582,9898.830818,6045.24689,5866.481028,5058.556569,6706.203152,5655.726853,7689.402615,5329.842384,5487.590088
M107T429,2342.435779,1023.690395,2477.330769,1241.171373,2281.235348,1771.368446,948.4470647,650.9538241,806.1493462,727.4106898,879.6364485,980.5140759,1728.47288,1468.359838,1373.251532
M107T48,185.8854357,982.5030623,82.11076032,915.0211719,484.0473073,332.7885804,927.8549915,544.3604732,661.2546684,600.8663911,755.4116235,651.4769319,489.5091516,344.8776363,443.9496665
M107T482,2653.854611,4251.199214,2851.940391,4094.32105,3093.866596,2857.129726,5041.642041,4841.085138,5184.603975,4050.579842,4645.614459,4613.25449,4197.939721,3495.955954,3944.920666
M108T483,4592.973478,4656.408087,4104.111916,4227.530891,4033.961902,4918.833219,6987.738737,6648.546156,6478.531222,4333.823095,5819.1615,5694.207237,5583.429929,5642.443955,6018.797058
M1092T331,295.5508447,1233.809914,190.5134112,1081.762892,651.031008,771.4611678,1014.334814,674.2970151,999.2829983,834.1033278,878.3828147,829.4705315,676.4196256,696.9307018,673.3770427
M1093T331,94.8412893,724.1066894,134.7736795,823.1949108,670.1225757,421.0985238,799.0638794,364.6075195,565.5646593,347.8396892,573.9568526,415.6049134,415.5708335,462.6503329,424.6130231
M109T485,3672.380886,4268.760201,3123.134053,2348.048215,2685.394636,2545.068991,8194.668278,2939.086357,8597.585233,3461.348755,3435.346878,2836.628931,3717.618614,4968.613703,5824.870195
M1105T283,2740.724422,3427.834446,2298.238514,3155.930722,2907.07556,2816.844563,3393.626406,4160.847541,3129.807656,4204.701,3529.360898,3102.044471,3026.212548,2635.23418,3143.429007
M1106T283,1607.458729,2247.804368,1573.445502,2357.695757,1911.282059,1778.685571,2129.107867,2509.568463,1982.870298,2622.381576,2498.013802,2544.174493,2364.418721,2040.852745,1894.659145
M1108T283,794.5601192,764.4037754,627.8016503,751.6140763,784.7139665,866.5636795,1121.262948,1008.868399,674.1968309,1150.95395,1008.194267,928.4435467,962.3896205,837.8890763,802.4041397
M110T44,221324.2303,248700.5989,180377.0047,295120.3773,222569.3063,257778.2055,315956.314,292219.3381,321164.1129,287275.3668,310670.2656,331278.8416,249536.3016,234450.5069,274321.625
M110T487,736.6838831,659.1006223,662.428147,553.4259595,649.6534991,807.5014188,1072.406221,733.6356912,1041.70723,771.1269408,836.5396696,751.8890467,1156.539271,863.3861209,1016.098464
M110T96,788.9243692,497.8963105,505.785949,876.1577889,625.4114607,805.6869081,882.4955005,589.3401425,485.5123272,766.793136,607.2405038,699.9870312,714.6992453,560.5805273,511.9694476
M1114T207,3399.993008,1346.317938,3822.398535,1512.054825,2381.313657,2595.523778,416.0370302,412.8416092,366.0937537,387.0826727,356.7775405,381.0013783,1495.720771,1565.968155,1399.368908
M1114T208,2380.648147,772.8556058,2633.612565,722.6655944,1542.116928,1325.546535,205.7539278,173.1136624,177.4779317,71.20136036,115.4280278,161.0868514,1036.750523,777.7206842,771.5441298
M1115T207,3456.356591,1088.088968,3638.096059,1461.769445,2405.62614,2397.843416,383.6857837,321.7353598,320.3111986,316.5544677,452.0877506,265.6730908,1606.399562,1484.428448,1419.313843
M1115T208_1,2619.474851,805.6037247,2615.692758,974.5129631,1999.566426,1914.089197,304.7487422,311.159284,240.3587619,211.9609728,232.7078421,146.6611632,1070.788139,1066.265161,946.7791762
M1115T208_2,1591.557936,565.6055885,1769.536607,472.4587411,1058.35152,1109.925214,111.4161008,229.7770029,190.7013623,156.3999754,132.4028163,175.0617804,539.9590724,564.5329606,641.3483269
M111T222,681.8841098,834.3609975,777.4275683,1117.908855,769.2164892,1219.642176,1206.778007,1063.521773,1615.944325,1523.547546,617.9010681,1489.513132,827.5509599,856.2364416,517.8169301
M111T429,1696.026499,1396.747535,2165.751131,3124.306105,1741.714113,2922.474107,3224.338287,2172.757636,3030.682757,2488.918276,1486.721742,3977.515995,2629.829867,3353.719088,2308.026267
M111T44,27145.19457,29783.39888,25072.73421,34753.0684,26607.57293,27013.05237,39467.54783,33459.52995,39025.52752,32397.10798,35627.06252,35005.90898,30212.09097,27634.38811,32960.65876
M111T488,691.3555543,1415.347316,776.9219008,998.8497523,638.9279949,889.7931095,1432.471143,893.8063644,914.889988,996.0506032,1040.298368,1051.296001,593.2274019,936.3482879,1050.973829
M1127T283,488.0946479,584.3015387,601.4653175,627.3015174,502.157092,618.0055479,578.7217807,901.3916733,539.8129345,986.3001637,609.6308725,689.8665404,768.88696,551.859239,624.8651552
M1128T283,290.2797269,543.1519509,335.4459831,446.6521647,404.871658,435.3597654,579.7102921,692.6886517,464.6094722,692.7161769,479.5563451,602.0894712,455.1927305,479.5358059,473.5654247
M112T44,24005.43819,28567.97859,22548.69734,32264.64913,25716.70762,27292.8808,38011.97612,31146.69782,33728.12846,33239.51926,35572.60154,32586.03993,29073.42371,28698.84464,28199.93096
M112T57,2206.886828,3819.039334,1577.138468,3068.600952,2489.978326,1791.510192,3448.743769,2611.574834,3714.307985,2598.702992,3703.869668,3213.84728,3461.566161,2668.727866,2910.495051
M112T97,571.7584196,818.6976473,356.2983151,840.630197,957.6659097,586.1574386,310.8096895,328.1164015,363.9600225,468.2615048,405.3598265,673.0281535,615.2633393,519.1639495,474.0086572
M113T44,849.476014,955.8809804,513.7437548,1214.940963,753.2286569,1045.393028,983.6696209,1229.005877,1438.246414,1263.931143,1270.761676,1061.666859,891.1393906,723.6353884,757.8478136
M113T53,2590.906114,2361.134743,2352.070953,2340.560061,2277.681361,1126.099018,2459.187652,1663.054077,2341.808528,1066.734079,2281.753347,1837.522729,2738.171039,1576.263478,2045.011489
M113T65,13121.79442,21244.33184,17100.00127,21771.59634,18626.99471,19849.7358,20227.3568,24260.08452,17107.01328,20940.21871,21863.9692,20416.91903,22411.96111,22377.67104,20947.0731
M113T86,43557.48399,15495.2369,42175.58482,10084.76758,16055.22681,28129.34981,13624.9148,19999.77494,15481.30991,10785.81479,13177.26113,5658.551266,19900.4432,21563.19122,19454.93003
M114T44,787.13141,1145.286005,448.5696853,635.1400577,438.3139354,767.5022013,851.2827463,807.2753631,768.7887419,1001.173866,512.6624767,1102.395822,941.9315597,707.9356528,878.8574049
M114T487,329.8844071,509.7713163,334.9394104,514.6610846,363.1249119,456.7459865,439.9433749,587.6937587,480.3979141,624.4907048,458.4491003,352.1859124,451.3925885,507.4018532,557.5345468
M114T56,2195.802214,1551.397643,662.5967028,2283.450083,1145.962775,1882.263556,1804.360303,2199.204767,1111.558352,2236.332416,2483.852229,1441.233504,1169.541433,1419.660751,1300.773522
M115T173,898.3339478,999.1523428,1023.359371,1104.292304,769.6775476,735.0740419,923.3176838,1062.779191,987.7436951,791.4660488,964.7270828,874.1562539,1203.530615,723.9212647,983.5564132
M115T228,1301.924658,1182.190902,1180.48308,1535.592391,1528.442286,1232.494054,2733.830942,1019.235712,1622.86674,1055.02128,1412.956637,1179.184363,1130.082399,1276.399442,1114.077913
M115T44,8796.752906,10726.15301,7321.693693,11161.39848,9084.520299,8719.329629,13009.2546,10983.67687,12490.17271,11811.42655,12500.77173,13225.36389,11050.68339,10174.1984,10111.62119
M115T52,6313.685458,2442.416564,2633.842918,3706.163359,2773.451919,2787.077247,5653.616145,7275.799209,7050.750058,7519.692474,7286.091608,5553.122609,4113.680881,3470.463473,4134.82121
M115T56,1595.542826,3710.330528,1565.875831,3644.078351,1972.873576,3384.64912,2410.536756,3700.734539,2098.735796,3956.797169,3871.483962,1804.020921,3172.856263,2348.957348,3837.992969
M1169T210_1,1552.78254,408.3877072,1752.898371,377.173667,902.9454649,1048.627299,31.54302923,40.39296741,30.96033971,39.49788907,47.66171248,27.96147222,402.4338343,461.7508125,527.1361518
M1169T210_2,1249.079498,323.9967402,1169.819279,383.3099823,720.2110712,900.3971437,178.17458,25.75406539,214.2682563,13.48487497,39.98332235,125.4777721,306.3973149,473.3382424,400.7312492
M116T181,5899.422975,2125.812667,4736.621379,2307.544627,3659.05258,4532.166387,2703.853995,1713.819427,1988.279647,2178.633641,1529.196183,2280.995597,2965.587951,3089.27142,2945.342222
M116T213,456.1299166,528.8060696,468.2249764,1026.792379,585.4082105,439.3113524,1891.095136,2169.845145,1804.509725,1571.62415,1590.204124,1019.711916,1620.517192,1278.635802,1457.953715
M116T44,1351.633694,954.4488974,915.7868364,1982.575151,1183.825429,885.7113714,1988.4561,2011.246699,1883.937963,2055.563989,1736.581201,1484.80058,1479.985614,1708.189075,1462.016225
M116T483,685.8956534,1068.000962,762.8367181,719.722857,1353.652619,849.2044769,1045.6697,1235.677305,917.4648181,1017.11858,908.8725168,944.4998096,1036.277364,1113.947954,988.8357363
M116T491,1128.275867,1633.90938,1238.622547,1178.404067,1164.478941,1118.961284,1574.608402,1556.484497,1656.679143,1363.41816,1564.157119,1369.647577,1196.895607,1345.176414,1363.850024
M116T55,313811.6069,215085.9424,324186.933,223999.0868,245816.1336,264437.1631,277747.3839,196573.7148,250868.4552,189576.4274,232215.4013,193603.4742,244036.1265,217591.6024,243298.7824
M1178T375,3339.986502,6560.023825,3128.49981,7108.675744,4514.733036,4062.411055,1806.761942,4726.789744,2747.739127,3456.182844,2513.131979,3341.769213,4369.054088,2960.440626,4428.175224
M1179T375,2922.318429,4132.207332,2895.890676,5891.42542,3078.641173,2576.117279,1862.176129,3449.791052,2084.320556,2929.266376,2675.579779,2118.533674,2974.700439,2781.164851,3280.420818
M117T44,1516.502933,2334.566574,1263.76412,1960.333109,1170.70023,1505.141719,1625.950428,2078.361816,1632.38548,2047.510989,1921.711237,2015.505081,1994.975876,1656.545954,1469.255252
M117T56,13970.71736,8946.646137,13185.91894,9439.395854,9606.171848,9882.398568,11195.87213,8998.669568,11211.08789,8225.176178,9099.745262,9811.574527,10864.96158,10181.81625,10702.8538
M117T59,588.8825502,942.3358891,606.0725004,790.1373876,777.2872566,736.4903774,848.6439311,664.5259397,431.161298,705.1663676,1096.345057,485.765614,905.1523266,1009.554953,681.9859942
M118T173,1011.723373,1164.526369,1228.31986,1149.434326,906.7854843,959.9887585,3575.887235,1654.302114,2942.375043,1087.525643,2398.65757,2080.370763,1667.061466,1546.695433,1230.818828
M118T489,549.1500947,662.6261374,423.1823918,506.0878812,411.7215742,505.9393725,768.1812975,725.2909656,389.9262597,372.7573168,400.4843243,554.8278585,604.9130405,534.1058121,599.9027321
M118T62,224918.9334,171364.5533,221982.9216,173063.6744,233546.7278,233136.4359,245180.5482,152988.9096,268199.8944,182192.767,206621.8817,202099.1162,223132.2573,192148.3202,187816.1735
M118T80,93628.51967,21633.63276,28678.61085,25344.77599,10908.71091,51417.20346,32740.62726,21445.88277,34854.44393,3920.578309,26061.8512,27647.05175,39026.9745,34218.19131,33837.6928
M119T228,1403.421342,1505.115838,2031.010834,1160.59899,1515.312637,1525.55282,1633.759192,1347.251552,1617.48881,1247.770156,2601.89613,1239.876848,1451.257446,1408.360308,2286.54647
M119T357,1687.771598,2161.224604,1326.71429,2830.61997,1619.926121,2002.337338,2497.543371,2740.03553,2523.428674,2984.90038,2584.624927,2807.509241,4582.039582,3546.076937,3358.665222
M119T429,45821.44725,17358.63281,47825.00683,19018.3303,39780.76203,35384.54436,15107.67462,12152.03859,12742.84188,11799.01341,12688.56936,13045.04104,30731.31542,27416.25586,27179.53648
M119T62,12090.80363,8131.952729,9899.129548,8144.415307,11319.34371,10840.86545,10325.35186,7601.398907,12654.56716,7233.857111,8839.426084,11162.58084,10003.00817,11701.07774,10653.38049
M119T64,1936.881846,1206.483819,615.2575973,1250.940582,1279.339335,1028.88971,1148.102412,1147.074258,1457.254484,1028.787141,1581.00035,1235.693055,1715.251152,1285.752512,973.5473871
M119T70,2317.901453,1198.749641,2287.30555,1549.01249,2050.298776,1856.124494,976.9241608,1004.761658,1410.296604,1260.951364,1107.133015,1127.716784,1402.687966,1933.151509,1529.651002
M119T95,2138.569838,714.6382679,857.5102726,847.5605091,1126.778243,1079.273622,646.6793972,639.3937821,1709.829101,820.0847598,1130.16682,1491.528316,824.2827372,1278.8522,1014.686882
M119T98,3195.372207,2046.977903,3093.897288,2193.621749,2982.062467,2893.594432,1848.197908,1523.919378,1376.297096,1721.672696,1428.54938,1641.429629,2133.91691,2340.136884,2023.161755
M120T152,548803.8745,298227.1209,464734.773,323604.5852,438785.0916,464305.2777,443729.9138,325069.5911,455777.9664,313901.7782,434396.8107,404381.9149,430397.7974,409168.8238,457071.5986
M120T430,3670.214862,1904.878821,3614.515923,1850.496958,3172.886137,2607.04611,1444.504431,799.9226427,1610.495226,1184.729688,963.4313884,1074.366295,3131.072027,2351.687981,2251.553153
M120T53,23151.19915,31989.12709,24683.40664,35207.37324,26062.79978,23618.99867,48999.30582,37507.71177,45079.08982,37683.74395,44971.63452,40898.34419,34059.32986,32777.52326,33436.7648
M121T102,5158.411284,1379.264321,4913.293521,1967.828238,3864.938726,3501.669216,22829.52291,6984.188005,19916.88178,7637.998495,14745.97047,14433.53077,8973.432416,8163.478171,8653.599538
M121T153,40151.98814,21254.8355,38506.65885,22111.51892,29632.44392,33993.0056,33122.6722,25305.64524,33331.03681,23137.02169,28263.80703,31469.69436,35215.34935,31458.98903,38088.416
M121T211,2442.903363,2072.232991,2707.570744,2538.052089,2250.789291,2622.475172,2853.708027,3136.570771,2577.958336,3058.427721,2791.245842,2929.162224,2715.376192,2470.463406,2352.282365
M121T227,11310.42474,11569.8488,11583.18043,12201.54568,11417.63209,12750.15819,3235.840983,2729.380077,4092.621141,3670.678643,2959.619414,2943.831828,8624.062411,6695.330869,8159.439975
M121T271,1290.842379,1111.185442,1148.46423,1554.476924,2383.758079,1428.768132,938.9956192,2201.757728,2190.285966,1851.467043,1460.374355,1389.840544,1758.714682,1629.779709,1848.293396
M121T339,1451.078675,2562.941785,1085.910616,2733.380269,2781.01706,1236.975522,5406.158238,2110.87911,3386.756127,2901.971049,2651.054916,2726.63898,3443.637946,3954.725224,4773.907154
M121T70,1467.241804,1438.491031,1263.15684,1512.985203,1383.739999,1638.401411,8425.898185,2489.745392,8785.712156,2775.505627,7282.997163,5153.875872,3987.141334,4784.686761,4116.909164
M122T185,1181.560725,1442.683628,1177.28851,1316.534672,828.3076547,1204.93474,560.4095479,482.4920364,385.228858,628.5475646,445.4055004,520.5395815,916.1198344,720.8839395,910.1491913
M122T96,444.6723895,459.0864173,436.0989021,591.7737711,441.3011091,757.3211294,330.3285829,371.6255774,317.145299,550.4076825,552.1860491,342.8049907,487.9207193,414.7454693,548.2468689
M123T219,4684.966003,1331.403708,4868.897299,1595.264179,2969.189742,4150.700977,1471.918615,1179.718504,1203.286183,1224.265594,1317.809925,1502.350058,2430.98466,2031.678915,1994.700122
M123T295,741.9173327,1568.305627,1007.351046,1457.608946,870.8523646,947.5923481,888.3603121,890.8141747,1092.361463,900.7030179,792.2611587,890.8553744,1130.314809,1381.243831,1030.230398
M123T347,1781.429948,1253.427376,1027.670851,2276.02347,1175.050193,1132.889284,1437.545166,2045.738865,2297.654021,1557.222925,1310.991647,3111.86506,2029.638575,2510.488488,2129.212273
M123T48,7191.565397,3224.019335,6504.489614,3667.885521,7067.174793,6916.698965,5317.131486,3109.788221,4593.747592,3427.268111,3933.605174,3743.16483,6377.210768,5539.612833,4894.987825
M123T484,657.3471252,1458.786364,3936.523687,1612.418917,820.6830114,4451.506603,1749.342415,998.2800562,1766.919927,1547.890963,1503.396458,394.5707174,1228.818365,1396.833557,1051.3333
M123T70,4691.4109,3582.554385,4145.509654,4582.82048,4887.106387,5087.07681,3602.474536,2829.690261,2335.81122,2930.225322,2347.606919,3175.533974,4881.220437,3803.950835,2864.012531
M123T97,7028.406466,3825.844987,7193.809864,4389.904033,5432.053005,4953.377692,3566.085719,3820.629608,2463.01279,4009.17743,3419.211671,4072.013624,4289.968845,4370.234027,4224.332293
M124T187,742.5184479,1654.623819,658.4234598,1308.633544,854.8924178,1001.868751,4299.318713,4351.459968,3736.889967,4152.706396,4161.370449,2894.31594,2953.687098,2341.070839,2486.336029
M124T368,23312.13088,44941.04882,21155.49365,27549.83309,26992.21777,23230.68287,66540.97308,49445.06518,56780.06866,26771.10125,51565.03406,33677.40026,47170.15856,31423.01127,29986.32858
